gloss,video_id,url
before,A05742,https://www.signingsavvy.com/signs/mp4/6/6164.mp4
before,A05743,https://www.signingsavvy.com/signs/mp4/9/9194.mp4
chair,A09848,https://media.spreadthesign.com/video/mp4/13/74909.mp4
chair,A09869,http://www.aslsearch.com/signs/videos/chair.mp4
chair,A09849,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/chair.mp4
chair,A09850,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Chair-mVdtJjs-_20.mp4
chair,A09851,https://media.asldeafined.com/vocabulary/1466729509.9229.mp4
chair,A65328,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHAIR-378.mp4
chair,A09854,https://www.signingsavvy.com/signs/mp4/7/7821.mp4
go,A69345,http://aslbricks.org/New/ASL-Videos/go.mp4
go,A24955,https://www.signingsavvy.com/signs/mp4/23/23400.mp4
go,A24956,https://www.signingsavvy.com/signs/mp4/23/23401.mp4
go,A24941,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/go.mp4
go,A24960,https://www.signingsavvy.com/signs/mp4/23/23517.mp4
go,A24961,https://www.signingsavvy.com/signs/mp4/23/23517.mp4
go,A24962,https://www.signingsavvy.com/signs/mp4/23/23519.mp4
go,A65824,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/GO/GO-469.mp4
go,A24973,http://www.aslsearch.com/signs/videos/go.mp4
go,A24943,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20go-c3j44FTrL9c.mp4
go,A24946,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20To%20Go-BeOwDK5YI0U.mp4
go,A24947,https://media.asldeafined.com/vocabulary/1468549286.5649.mp4
go,A24940,https://media.spreadthesign.com/video/mp4/13/58507.mp4
go,A24952,https://www.signingsavvy.com/signs/mp4/22/22235.mp4
go,A24954,https://www.signingsavvy.com/signs/mp4/23/23400.mp4
clothes,A11310,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/clothes.mp4
clothes,A11330,http://www.aslsearch.com/signs/videos/clothes.mp4
clothes,A11311,https://media.asldeafined.com/vocabulary/1466899298.7370.mp4
clothes,A11313,https://www.signingsavvy.com/signs/mp4/6/6566.mp4
clothes,A11309,https://media.spreadthesign.com/video/mp4/13/399310.mp4
who,A69534,http://aslbricks.org/New/ASL-Videos/who.mp4
who,A63242,http://www.aslsearch.com/signs/videos/who.mp4
who,A63226,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/who.mp4
who,A63227,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who%202-P20hHY3qUEQ.mp4
who,A63228,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-rehp_kwiS-I.mp4
who,A63229,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-wmIY6Yo-vp8.mp4
who,A63230,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-xchfz0eTaP8.mp4
who,A63231,https://media.asldeafined.com/vocabulary/1468928348.68.mp4
who,A66778,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-1430.mp4
who,A63232,https://media.asldeafined.com/vocabulary/1539176590.1089.mp4
who,A66779,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-2236.mp4
who,A63225,https://media.spreadthesign.com/video/mp4/13/51811.mp4
who,A63236,https://www.signingsavvy.com/signs/mp4/9/9019.mp4
who,A63237,https://www.signingsavvy.com/signs/mp4/9/9020.mp4
candy,A08929,http://www.aslsearch.com/signs/videos/candy.mp4
candy,A08916,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/candy.mp4
candy,A08917,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing%202-dsVi-FR4eBg.mp4
candy,A08918,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing-YX3NQ7iEwiE.mp4
candy,A08919,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy-v1iNoQ1DZ7c.mp4
candy,A08920,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cute-Dl2ekdgVRTg.mp4
candy,A08921,https://media.asldeafined.com/vocabulary/1471144833.8086.mp4
candy,A65298,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_1-66.mp4
candy,A08924,https://www.signingsavvy.com/signs/mp4/6/6123.mp4
candy,A65299,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_1-67.mp4
candy,A65300,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_2-1014.mp4
candy,A08915,https://media.spreadthesign.com/video/mp4/13/51294.mp4
candy,A08925,https://www.signingsavvy.com/signs/mp4/7/7906.mp4
cousin,A65415,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COUSIN-1171.mp4
cousin,A13647,http://www.aslsearch.com/signs/videos/cousin3.mp4
cousin,A13648,http://www.aslsearch.com/signs/videos/cousin.mp4
cousin,A13631,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cousin-female.mp4
cousin,A13632,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cousin-male.mp4
cousin,A13633,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cousin-WACMzmRGgY8.mp4
cousin,A13634,https://media.asldeafined.com/vocabulary/1466904377.9296.mp4
cousin,A13635,https://media.asldeafined.com/vocabulary/1466904400.1624.mp4
cousin,A13636,https://media.asldeafined.com/vocabulary/1539177107.4884.mp4
cousin,A13630,https://media.spreadthesign.com/video/mp4/13/47501.mp4
cousin,A13640,https://www.signingsavvy.com/signs/mp4/6/6148.mp4
cousin,A13641,https://www.signingsavvy.com/signs/mp4/6/6150.mp4
cousin,A13642,https://www.signingsavvy.com/signs/mp4/6/6568.mp4
cousin,A13646,http://www.aslsearch.com/signs/videos/cousin2.mp4
deaf,A14882,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/deaf.mp4
deaf,A14903,http://www.aslsearch.com/signs/videos/deaf.mp4
deaf,A14883,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-1tMYCoZB0lE.mp4
deaf,A14884,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-VoHLEG8FIH4.mp4
deaf,A14885,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf-bHRhz2geOTA.mp4
deaf,A14886,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Deaf.mp4
deaf,A65445,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DE/DEAF-103.mp4
deaf,A14887,https://media.asldeafined.com/vocabulary/1466906743.302.mp4
deaf,A14888,https://media.asldeafined.com/vocabulary/1522766619.2346.mp4
deaf,A14893,https://www.signingsavvy.com/signs/mp4/23/23016.mp4
deaf,A14894,https://www.signingsavvy.com/signs/mp4/23/23017.mp4
fine,A21870,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine2.mp4
fine,A21890,http://www.aslsearch.com/signs/videos/cost.mp4
fine,A21891,http://www.aslsearch.com/signs/videos/fine.mp4
fine,A21871,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine.mp4
fine,A21872,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20fine5-4SzwErJNYTc.mp4
fine,A21869,https://media.spreadthesign.com/video/mp4/13/92669.mp4
fine,A21874,https://media.asldeafined.com/vocabulary/1468494312.7752.mp4
fine,A21878,https://www.signingsavvy.com/signs/mp4/14/14347.mp4
fine,A21883,https://www.signingsavvy.com/signs/mp4/6/6355.mp4
help,A69364,http://aslbricks.org/New/ASL-Videos/help.mp4
help,A27221,http://www.aslsearch.com/signs/videos/help.mp4
help,A27206,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/help.mp4
help,A27207,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Stamp%2C%20Help-2bSAr25HPXY.mp4
help,A27208,https://media.asldeafined.com/vocabulary/1468580671.3652.mp4
help,A27209,https://media.asldeafined.com/vocabulary/1471136062.8464.mp4
help,A65890,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2562.mp4
help,A27213,https://www.signingsavvy.com/signs/mp4/23/23431.mp4
help,A27214,https://www.signingsavvy.com/signs/mp4/5/5871.mp4
help,A65891,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2563.mp4
help,A65889,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-483.mp4
help,A27215,https://www.signingsavvy.com/signs/mp4/6/6389.mp4
help,A27216,https://www.signingsavvy.com/signs/mp4/9/9918.mp4
help,A27217,https://www.signingsavvy.com/signs/mp4/9/9936.mp4
no,A69411,http://aslbricks.org/New/ASL-Videos/no.mp4
no,A38525,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/no.mp4
no,A38544,http://www.aslsearch.com/signs/videos/no.mp4
no,A38527,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20No-hwa_U71nr74.mp4
no,A38529,https://media.asldeafined.com/vocabulary/1468719269.5533.mp4
no,A38530,https://media.asldeafined.com/vocabulary/1522767129.7038.mp4
no,A38532,https://www.signingsavvy.com/signs/mp4/23/23547.mp4
no,A38533,https://www.signingsavvy.com/signs/mp4/23/23949.mp4
no,A66183,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/NO/NO-512.mp4
no,A38524,https://media.spreadthesign.com/video/mp4/13/48823.mp4
no,A38534,https://www.signingsavvy.com/signs/mp4/6/6400.mp4
thin,A57948,https://www.signingsavvy.com/signs/mp4/22/22387.mp4
thin,A57949,https://www.signingsavvy.com/signs/mp4/22/22387.mp4
thin,A57934,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/thin-2.mp4
thin,A57953,http://www.aslsearch.com/signs/videos/skinny.mp4
thin,A57935,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/thin.mp4
thin,A57936,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin%202-aLghoMT6IhA.mp4
thin,A57937,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin%202-cXEknONHNEc.mp4
thin,A66606,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TH/THIN-2192.mp4
thin,A57939,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin-5G1gWM4HnBI.mp4
thin,A57940,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin-85Xp1i_NN-E.mp4
thin,A57941,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin-fTYMARYgieE.mp4
thin,A57942,https://media.asldeafined.com/vocabulary/1468944700.6887.mp4
thin,A66607,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TH/THIN-2465.mp4
thin,A57933,https://media.spreadthesign.com/video/mp4/13/50888.mp4
thin,A57943,https://media.asldeafined.com/vocabulary/1546575308.9841.mp4
thin,A57947,https://www.signingsavvy.com/signs/mp4/22/22386.mp4
walk,A62175,http://www.aslsearch.com/signs/videos/walk.mp4
walk,A62159,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/walk.mp4
walk,A62160,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Walk%202-lSM2XoWrTUY.mp4
walk,A62163,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Walk-MyDb3_nPts4.mp4
walk,A62164,https://media.asldeafined.com/vocabulary/1468926910.5698.mp4
walk,A66743,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WA/WALK-1407.mp4
walk,A66742,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WA/WALK-314.mp4
walk,A62158,https://media.spreadthesign.com/video/mp4/13/50935.mp4
walk,A62168,https://www.signingsavvy.com/signs/mp4/23/23053.mp4
walk,A62169,https://www.signingsavvy.com/signs/mp4/23/23054.mp4
walk,A62170,https://www.signingsavvy.com/signs/mp4/9/9209.mp4
year,A64211,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Year-8JUNM67_g9g.mp4
year,A64224,http://www.aslsearch.com/signs/videos/year.mp4
year,A64210,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/year.mp4
year,A64212,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Year-VAtU8WanjmE.mp4
year,A66818,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YEAR-1469.mp4
year,A64213,https://media.asldeafined.com/vocabulary/1468774917.4615.mp4
year,A66816,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YEAR-656.mp4
year,A64209,https://media.spreadthesign.com/video/mp4/13/51103.mp4
year,A64219,https://www.signingsavvy.com/signs/mp4/7/7723.mp4
year,A64218,https://www.signingsavvy.com/signs/mp4/7/7228.mp4
yes,A69546,http://aslbricks.org/New/ASL-Videos/yes.mp4
yes,A64287,https://media.asldeafined.com/vocabulary/1468774983.6377.mp4
yes,A64284,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yes-Kg0VRsnehgQ.mp4
yes,A64291,https://www.signingsavvy.com/signs/mp4/23/23544.mp4
yes,A64292,https://www.signingsavvy.com/signs/mp4/23/23545.mp4
yes,A64293,https://www.signingsavvy.com/signs/mp4/23/23546.mp4
yes,A66820,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YES-1472.mp4
yes,A64280,https://media.spreadthesign.com/video/mp4/13/485639.mp4
yes,A64300,http://www.aslsearch.com/signs/videos/yes.mp4
yes,A64281,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/yes.mp4
yes,A64288,https://media.asldeafined.com/vocabulary/1522767427.6654.mp4
yes,A64283,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yes-IIWhF2S6saQ.mp4
all,A69206,http://aslbricks.org/New/ASL-Videos/all.mp4
all,A02003,http://www.aslsearch.com/signs/videos/all.mp4
all,A01987,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/all.mp4
all,A01988,https://media.asldeafined.com/vocabulary/1466172884.2656.mp4
all,A01991,https://www.signingsavvy.com/signs/mp4/22/22936.mp4
all,A01992,https://www.signingsavvy.com/signs/mp4/22/22937.mp4
all,A65043,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/AL/ALL-11.mp4
all,A01986,https://media.spreadthesign.com/video/mp4/13/244016.mp4
black,A69236,http://aslbricks.org/New/ASL-Videos/black.mp4
black,A06472,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/black.mp4
black,A06473,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Black-Mr3gdFh3A28.mp4
black,A06474,https://media.asldeafined.com/vocabulary/1466682549.1836.mp4
black,A06476,https://www.signingsavvy.com/signs/mp4/6/6787.mp4
black,A06477,https://www.signingsavvy.com/signs/mp4/7/7145.mp4
black,A06478,https://www.signingsavvy.com/signs/mp4/8/8384.mp4
black,A65200,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BL/BLACK-415.mp4
black,A06471,https://media.spreadthesign.com/video/mp4/13/357947.mp4
black,A06486,http://www.aslsearch.com/signs/videos/black.mp4
cool,A69281,http://aslbricks.org/New/ASL-Videos/cool.mp4
cool,A65403,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COOL-1158.mp4
cool,A13213,https://www.signingsavvy.com/signs/mp4/24/24134.mp4
cool,A13197,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool%203-2zFEI2o-HXc.mp4
cool,A13216,http://www.aslsearch.com/signs/videos/cool2.mp4
cool,A13217,http://www.aslsearch.com/signs/videos/cool.mp4
cool,A13198,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool%20cool-wonohTR_Bv4.mp4
cool,A13199,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool%2C%20Cool%20Down-8l_h3RsEM-4.mp4
cool,A13200,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool-5aJkQai-PKc.mp4
cool,A13201,https://media.asldeafined.com/vocabulary/1466903138.2211.mp4
cool,A65402,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COOL-575.mp4
cool,A13202,https://media.asldeafined.com/vocabulary/1466903216.3416.mp4
cool,A13203,https://media.asldeafined.com/vocabulary/1472219365.8123.mp4
cool,A13196,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool%202-qCqdPZVJTYY.mp4
cool,A13208,https://www.signingsavvy.com/signs/mp4/22/22660.mp4
cool,A13209,https://www.signingsavvy.com/signs/mp4/23/23043.mp4
finish,A21942,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/finish.mp4
finish,A21943,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Finish%202-BNOu92X_Hws.mp4
finish,A21944,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Finish%2C%20That%27s%20Enough-UODQssr2FSc.mp4
finish,A21945,https://media.asldeafined.com/vocabulary/1468494387.7315.mp4
finish,A21949,https://www.signingsavvy.com/signs/mp4/23/23269.mp4
finish,A21950,https://www.signingsavvy.com/signs/mp4/7/7267.mp4
finish,A65721,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FI/FINISH-456.mp4
finish,A21941,https://media.spreadthesign.com/video/mp4/13/455668.mp4
finish,A21951,https://www.signingsavvy.com/signs/mp4/8/8336.mp4
hot,A69368,http://aslbricks.org/New/ASL-Videos/hot.mp4
hot,A28125,http://www.aslsearch.com/signs/videos/heat2.mp4
hot,A28108,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/hot.mp4
hot,A28109,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hot-9X3bjjuKGMM.mp4
hot,A28110,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hot-QCvXMjNN4PE.mp4
hot,A28111,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hot-wy-09ieHXhM.mp4
hot,A28112,https://media.asldeafined.com/vocabulary/1468638601.9688.mp4
hot,A28115,https://www.signingsavvy.com/signs/mp4/14/14232.mp4
hot,A28116,https://www.signingsavvy.com/signs/mp4/6/6109.mp4
hot,A28107,https://media.spreadthesign.com/video/mp4/13/58462.mp4
like,A69389,http://aslbricks.org/New/ASL-Videos/like.mp4
like,A33266,https://media.spreadthesign.com/video/mp4/13/457551.mp4
like,A33285,http://www.aslsearch.com/signs/videos/like4.mp4
like,A33267,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/like.mp4
like,A33286,http://www.aslsearch.com/signs/videos/like.mp4
like,A33268,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20really%20like-7y5Ye-2-ZBs.mp4
like,A33269,https://media.asldeafined.com/vocabulary/1468711783.5361.mp4
like,A33270,https://media.asldeafined.com/vocabulary/1468711809.2438.mp4
like,A33273,https://www.signingsavvy.com/signs/mp4/14/14298.mp4
like,A33274,https://www.signingsavvy.com/signs/mp4/6/6394.mp4
many,A69396,http://aslbricks.org/New/ASL-Videos/many.mp4
many,A34823,https://media.spreadthesign.com/video/mp4/13/246018.mp4
many,A34824,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/many.mp4
many,A34825,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Many%202-j0vvJVAAcBs.mp4
many,A34826,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Many-RzCIBY5rsGA.mp4
many,A34827,https://media.asldeafined.com/vocabulary/1468713681.2568.mp4
many,A34830,https://www.signingsavvy.com/signs/mp4/6/6570.mp4
many,A34831,https://www.signingsavvy.com/signs/mp4/8/8040.mp4
many,A34832,https://www.signingsavvy.com/signs/mp4/8/8041.mp4
many,A34839,http://www.aslsearch.com/signs/videos/many.mp4
mother,A69402,http://aslbricks.org/New/ASL-Videos/mother.mp4
mother,A36946,http://www.aslsearch.com/signs/videos/mama.mp4
mother,A36930,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/mother.mp4
mother,A36931,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Mother%20Wiggle-ZwJlF1W1GbE.mp4
mother,A36932,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Mother.mp4
mother,A36933,https://media.asldeafined.com/vocabulary/1468716729.3803.mp4
mother,A36936,https://www.signingsavvy.com/signs/mp4/6/6508.mp4
mother,A36937,https://www.signingsavvy.com/signs/mp4/6/6509.mp4
mother,A66147,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/MO/MOTHER-1590.mp4
mother,A66146,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/MO/MOTHER-509.mp4
mother,A36929,https://media.spreadthesign.com/video/mp4/13/48601.mp4
now,A69413,http://aslbricks.org/New/ASL-Videos/now.mp4
now,A38994,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20now-0wcuocGAvNU.mp4
now,A38999,https://www.signingsavvy.com/signs/mp4/7/7774.mp4
now,A39000,https://www.signingsavvy.com/signs/mp4/9/9785.mp4
now,A38990,https://media.spreadthesign.com/video/mp4/13/111145.mp4
now,A39006,http://www.aslsearch.com/signs/videos/now.mp4
now,A38991,https://media.spreadthesign.com/video/mp4/13/49006.mp4
now,A38995,https://media.asldeafined.com/vocabulary/1468719996.5074.mp4
now,A38997,https://www.signingsavvy.com/signs/mp4/7/7687.mp4
orange,A69422,http://aslbricks.org/New/ASL-Videos/orange.mp4
orange,A40115,https://media.spreadthesign.com/video/mp4/13/91534.mp4
orange,A40116,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/orange.mp4
orange,A40117,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Orange-mylSeGckZJs.mp4
orange,A40118,https://media.asldeafined.com/vocabulary/1468722445.5887.mp4
orange,A40119,https://media.asldeafined.com/vocabulary/1468722468.1582.mp4
orange,A40121,https://www.signingsavvy.com/signs/mp4/14/14519.mp4
orange,A66246,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/OR/ORANGE-521.mp4
orange,A40129,http://www.aslsearch.com/signs/videos/orange.mp4
orange,A40130,http://www.aslsearch.com/signs/videos/orange.mp4
table,A56557,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Booth%2C%20Desk%2C%20Table-8QbAD7Y9UEk.mp4
table,A56579,http://www.aslsearch.com/signs/videos/counter2.mp4
